Id;CreationDate;PostId;Score;Text;UserId
1904758;2010-01-01 03:28:12.013;1986860;1;Hey cuzzin, you ain't got no code that's raisin' `LoadPackageListFailed`;84270
1904762;2010-01-01 03:34:22.750;1987519;0;Let me add that if this was only a problem in the test themselves, it wouldn't be so bad. I can just add the locale whenever used a named route in a test. But the problem is that it also generates an error whenever a named route is used in my application (and I don't want to have to change all that or specify the locale each time just so my tests will run).;83218
1904763;2010-01-01 03:35:18.537;1987695;0;"same result : header says : HTTP/1.1 302 Moved Temporarily Content-length: 0 Content-type: text/html Server: Sun-ONE-Web-Server/6.1 Date: Fri, 01 Jan 2010 03:30:17 GMT Set-cookie: ERIGHTS=x2BFYIx2BVvODdWm9hREdxxH2PYux2Ff3BSmqQ9-hhBHcMigRXArbhL4YBG81w==;path=/;domain=.example.org Set-cookie: WLSESSION=1562534540.20480.0000; expires=Sat, 02-Jan-2010 03:30:18 GMT; path=/ Location: http://example.org/example.mp3&tag=1 

the server sends same header with new cookies!!";238952
1904766;2010-01-01 03:38:08.840;1362744;0;"As for singletons and MDI, you can have an app that has a ""single"" file open and an MDI interface. Visual Studio solutions are a single file in an MDI environment.";3820
1904767;2010-01-01 03:39:13.287;1986014;3;"It would be a very good idea if you explain what is your definition of ""invalid string"" and in particular what is ""invalid"" about ""\x00"" or ""\xff\xfe"". Have you noted that the OP appears to be using Python 2.x and not 3.x and so PEP-0358 has little relevance?";84270
1904768;2010-01-01 03:40:45.590;1987775;0;"$filename is set earlier in the code and is just equal to $_FILES[""filename""][""name""]
I've done some more research into the issue and it seems that it may not be the capitalization, it is actually not finding a filetype on the image file i am trying to upload (I did an echo $_FILES[""filename""][""type""] and it returned nothing).  However, when I check the properties on the file in my Finder, it clearly shows that the filetype is jpeg.  I'm really stuck here, so thanks for any help you have.";179137
1904770;2010-01-01 03:41:50.050;1876197;0;A property without a getter and setter is not a property, it's a field.;3820
1904771;2010-01-01 03:42:03.513;1987794;0;Yes I can browse to it with no problem.  It just shows a blank page.  It doesn't do anything yet.;399832
1904772;2010-01-01 03:42:08.363;1987545;0;@Tatu, any chance of fleshing it out a bit more with *how* this works. My knowledge of jQuery is just a tad short to totally get it. I think I understand how the CSS works with repeating in the x direction and the 16*5=80 bit and how you adjust the width of the yellow-star image, but how are you overlaying the two images on top of each other from a single image that has one star above the other? Does the -16px bring the gray star up to the same level as the yellow?;14860
1904773;2010-01-01 03:42:43.433;1987795;0;I have switched over to using the googlecheckout dll's.;399832
1904774;2010-01-01 03:44:02.357;1984756;1;With max() you Don't have to Repeat Yourself.;166849
1904775;2010-01-01 03:45:28.950;1960200;0;This problem is crying out for a 20 character APL solution.;21365
1904776;2010-01-01 03:45:58.433;1983148;0;"@Jonathan, If John's answer worked best for you, and is the best answer for your question, please don't hesitate to change your accepted answer, and accept his answer. At age 66, with my ""fifteen-minutes of fame"" as a programmer twenty-five years long-ago, believe me, I would not feel ""slighted"" in the least. It's not the length of the reply, or the research that went into it, but the accurcy and usefulness of the reply in the context of your question should be the only criteria, imho :) best,";133321
1904779;2010-01-01 03:47:27.560;1987795;0;Still looks like the authentication problem described here: http://groups.google.com/group/google-checkout-api-dotnet/browse_thread/thread/6e3475a36596f5e7#msg_f42df6c42b423db9. Note point E: You should have one IIS website for the public pages and another one, with Basic Authentication, for the callback pages.;222908
1904781;2010-01-01 03:48:04.983;1983600;0;@Nathan, Hi, once we know exactly what can and can't be done with category nodes (parentless, root nodes), this situation can easily be managed with just one or two boolean flags, or, perhaps, only by using two references to the currently checked category node (parentless, root), and currently checked item node (child node). best,;133321
1904782;2010-01-01 03:49:29.677;1984734;2;"In any language, you'll always have to either copy the array, or pass indices into that array.  If you mean ""Lisp using a linked list"", then sure, it's nicer than ""Java using an array"", but I think ""X using a linked list"" is nicer than ""Y using an array"" for any X and Y.  (Displaced arrays in Common Lisp handle a little of the bookkeeping for you, but I don't think they really make this case much simpler.)";166849
1904783;2010-01-01 03:49:53.030;1968971;0;i've done it using uislider;221153
1904785;2010-01-01 03:51:27.720;1986961;1;See: http://www.wisdomandwonder.com/link/952/lisp-style-rules;121526
1904786;2010-01-01 03:52:35.833;1987236;0;@Brian - thanks brian for this nice explanation. SO never disappointed me. this site has masterminds. and one more thing U understands question very well then u give answer very well. great work.;84201
1904787;2010-01-01 03:53:17.280;1986742;0;"""One place I worked was "" ... possibly because the code did things that were strictly undefined according to the C/C++ spec; e.g. like making invalid assumptions about order of execution in expressions.  If your code runs with some compiler optimization switches and not others, that's most likely a bug in your code.";139985
1904788;2010-01-01 03:54:53.300;1987307;0;I'm just using Proxy.dll as a container for all the wrapping code so neither of the modules has to know about the others existence.;105760
1904789;2010-01-01 03:55:39.650;1987811;1;+1 for keeping your vote system simple (anything more than like/dislike just tends to add noise and very little signal) and the clear explanation. Welcome!;18393
1904790;2010-01-01 03:55:57.543;1974510;0;As a kludge before resorting to an arbitrary-precision library, the `long double` datatype might work for the OP if it's large enough.;60777
1904791;2010-01-01 03:56:12.363;1987695;0;"Well, the difference between your original code and mine is that yours doesn't have ""Cookie: "" at the start of $cookies.  That means that the cookies aren't being recognized as cookies.  The spaces between multiple cookies in a single header are optional.";241753
1904792;2010-01-01 03:56:15.780;1986676;0;Devil's advocate: these seem mostly hypothetical.  If I'm not using MSVC, then why would that be in the top 90% of my priority list? Unless I need a speed boost that only ICC can provide (when was the last time compiler optimization was a bottleneck?), why would I care about that? And so on. Every non-trivial project has at least hundreds of open bugs in their bug tracker -- none of the projects I work on has the problem that we can't find enough bugs with only one compiler.  Why would finding potential bugs or helping out potential users ever be more important than working on actual issues?;166849
1904796;2010-01-01 03:59:50.793;1987735;0;I agree.  You can always have 'optional' behaviour in your code or build that take advantage of hardware specific stuff like the BB clickwheel and add these later if needed and/or time permits.;183172
1904798;2010-01-01 04:04:24.390;1973774;0;@daotoad, You posted a great tutorial for me. I am reading and practising. btw, i enjoy learning programming and english at the same time. THANK YOU A LOT.;215912
1904799;2010-01-01 04:05:10.207;1987736;0;Thanks.  That's exactly what I was after.  I figured there should be something like this but I was coming up dry on Google.;10659
1904800;2010-01-01 04:05:27.430;1987372;0;"I've tried two separate FTP clients on my Windows machine, as I said. No luck with that, unfortunately.

The name of the third directory is ""1998 - Siege Perilous"" minus the quotes.

Also, if there are any logs, I'm afraid I don't know where they would be. I tried to Google for the location without luck. I'll post the logs if I find them.";NULL
1904801;2010-01-01 04:06:28.363;1984194;0;Nice, can this be wrapped into an extension?;156142
1904802;2010-01-01 04:06:30.237;1987829;2;The system may or may not be badly coded but that is completely incidental to it's OOP-ness. Good code doesn't necessarily entail OOP nor does OOP necessarily entail good code.;18393
1904803;2010-01-01 04:09:18.620;1987829;0;I agree with your point. But I am not particularly pointing to the OOP-ness for its bad structure. Sure I have seen many good codes which was structured before PHP 5. But it's not the case in what I have in hand. I would at least expect functions that deal with database queries. And not a set of queries in each and every point of the program where they are needed.;137954
1904804;2010-01-01 04:11:04.907;1987131;0;You can override `process()` to display intermediate results and/or call `setProgress()` as required. Here's an example: http://sites.google.com/site/drjohnbmatthews/randomdata;230513
1904805;2010-01-01 04:11:04.950;1987795;0;What I had to do is call go daddy and have them place an advanced ticket for google checkout postbacks. You may get a rep who doesn't know what it is, won't check into and brush you off, but if you call back a couple more times you will get through to someone that will help.;399832
1904806;2010-01-01 04:11:12.083;1987747;0;Really, you just can't trust random users. Anything which can result in an unchecked fetch of ... *anything* can result in Bad Things Happening: href, src, iframe, javascript, even url()'s in css files etc.;17017
1904807;2010-01-01 04:11:29.087;1987813;0;Thanks, that looks so much better.;78436
1904808;2010-01-01 04:11:53.327;1987767;0;@Daniel - thanks. I didn't know any of that. Is it safe to use $_GEt when querying a database to show content to users? (READ ONLY, like a catalog of sorts);224988
1904809;2010-01-01 04:13:44.527;1987736;0;"Too bad it's not standard.  +1 anyway; it *should* be standard.";41661
1904813;2010-01-01 04:15:07.143;1987841;1;"Please post your ""bonus question"" as a separate question.";104533
1904817;2010-01-01 04:17:24.020;1987841;1;Adam - It's a duplicate though.;224988
1904819;2010-01-01 04:19:22.080;1987849;0;+1 for the courage to make a gross oversimplification that is, nevertheless as you say, close enough.;238704
1904820;2010-01-01 04:19:47.743;1987334;0;Uhmmm... have any of you **read the code**?  There's only 524,288 combinations here.  It's very feasible...;209359
1904821;2010-01-01 04:20:12.703;1986292;0;What type of appender are you using for log4net?;226629
1904822;2010-01-01 04:20:33.107;1987838;0;"That did it, thanks a lot!

I do realize it's quite a basic question, but I've only just switched from nvi and I got kind of confused with all the tab options.";241806
1904824;2010-01-01 04:21:35.743;1987837;0;Yeah, I do realize. I was trying to say that I want ^T characters to be written to the file (which are usually rendered as 8 spaces wide). I apologize.;241806
1904825;2010-01-01 04:21:51.437;1987853;1;Grails is the closest, but it's mainly known as a Groovy framework though.;125844
1904826;2010-01-01 04:22:11.660;1987841;1;"@Greg - As a ""bonus Question"" I can get away with it. As a fresh one, I don't stand a chance. I also thought of it while typing up this one.  Also - I'm researching iPhone development and I want to learn objective-c for that reason.";224988
1904827;2010-01-01 04:22:17.880;1980972;0;Thank you its working now...;226972
1904829;2010-01-01 04:23:25.750;1987849;0;I actually am told by some friends that I am the 'master of simplification' lol. I just need to learn a new language, get a new computer and then voila, an iPhone app! It should take... um ... a few hours... lol;224988
1904831;2010-01-01 04:23:27.300;1987850;0;"spinn,
good call on renaming the file to test.
so here's where i'm at...
basically it appears that sometimes image files are not being detected as such.  the jpg file i was trying to test (that was failing), was pulled directly from my iPhone.  despite it showing up as a type jpeg in my Finder, when i try to grab the [""type""] (for both writing to the db and general file upload error check), it returns nothing.  so i guess what i need is some way to guarantee these 'images' to go through.  any thoughts?";179137
1904832;2010-01-01 04:23:38.000;1980958;0;Thank you its working now...;226972
1904833;2010-01-01 04:23:42.213;1987732;0;Thanks for this enhanced version even if the gain is small. It seems that we a reached a limit so we are going to run our process in background and keep the folders size list up to date using the change notification Windows supports. Same idea as you are suggesting.;160941
1904834;2010-01-01 04:23:55.147;1987695;0;well, still have problem, see my another clarification,;238952
1904835;2010-01-01 04:24:20.787;1987853;0;Yeah, that is true.;179233
1904836;2010-01-01 04:24:53.270;1701872;1;NealB is right.  The basic issue in mainframe systems is that IBM almost never removes a facility, at least not within its first 20 years or so.  Like most programmers, mainframers tend to stick with what they know best (Unix folks still use awk!), and anyone in Z/OS has used CLIST in their early days.;241753
1904837;2010-01-01 04:24:57.830;1987656;0;"+1. But why 'Action<View> event = Action<View>(view,&view::foo)'? Why not 'Action<View>  event(view,&View::foo)';";14065
1904838;2010-01-01 04:25:01.400;1987841;0;It sounds like you're really looking for this question: http://stackoverflow.com/questions/113547/iphone-development-on-windows;893
1904839;2010-01-01 04:27:10.700;1987602;0;Add a destructor to Action<> that prints out when it is destroyed and you will see it dying before it can be used and thus invoking undefined behavior.;14065
1904840;2010-01-01 04:28:55.500;1987767;0;Yes, the best practice is to use GET for requests that display data without altering it, and POST for requests that may update or destroy data. (HTTP DELETE and PUT could be used for altering data too, but it's not common).;92448
1904841;2010-01-01 04:29:02.940;1987849;0;Thanks, GregS. I thought I was going to be eviscerated for that one.  Glad to see it was read in the hasty spirit it was intended.;8992
1904842;2010-01-01 04:30:32.870;1986134;0;Python's regex engine is a very strange beast. Fixed the answer.;5190
1904843;2010-01-01 04:30:48.127;1973013;0;@steveha, yes, it's a font chooser. it has pre-generated sample text previews but that's not enough. it also has an option to generate dynamic preview using submitted text. because different text may have huge difference in appearance for a same font.;192767
1904844;2010-01-01 04:30:49.000;1884500;1;+1, for mentioning Scala! :);192247
1904845;2010-01-01 04:32:16.970;1001469;2;The problem I guess is that it will _not_ switch, it will still be r12345 after next update. And committed changes will go into HEAD (or will fail with conflict). That is not what committing dev was intending either way.;114488
1904846;2010-01-01 04:33:25.687;1986841;0;Found a probable solution.  See EDIT 2 in my answer.;141172
1904847;2010-01-01 04:34:13.897;1983896;0;Glad you found a good solution.  This idea works well for us, but the other solution looks better for you.;224359
1904848;2010-01-01 04:34:16.920;1987811;2;+1 for searching first!;126562
1904849;2010-01-01 04:35:41.410;1584958;0;Nexus is meant to be deployed to using http/https. Scp kinda works but this is a hack that will leave internal caches and indexes out of sync with the disks. You can schedule the flush and reindex if this is an absolute must, but we don't recommend this mode. We have some tools that make working with https self signed certificates much easier. You can ping us on the nexus-user list for more assistance.;77489
1904850;2010-01-01 04:35:44.420;1987744;0;Yes, but `EnumSet` has the essential set operations, e.g. union via `addAll()` and intersection via `retainAll()`. See also: http://en.wikipedia.org/wiki/Set_(mathematics);230513
1904851;2010-01-01 04:36:27.993;1979403;0;Thanks.. I have solved this problem...!!;240737
1904852;2010-01-01 04:37:24.543;1987767;0;OK, thanks. Happy new year all.;224988
1904853;2010-01-01 04:38:24.343;1987875;0;Longest list or IDEs FTW, thanks.;224988
1904854;2010-01-01 04:38:38.053;1987866;0;@Monty i will have a look at it;146857
1904855;2010-01-01 04:38:55.083;1987882;1;It's the second part that's the hard bit. Noda Time is not quite ready yet but soon it will be a good solution for time zone calculations in .NET: http://code.google.com/p/noda-time/;8954
1904856;2010-01-01 04:40:03.630;1987887;0;Performance would probably depend on what are your access patterns to the structure, you could describe the expected access patterns to get suitable answers.;5190
1904857;2010-01-01 04:41:55.497;1987743;0;Sure, this is what is known as routing. Good implementations are found in MVC frameworks like Ruby on Rails, Django, CodeIgnitor, etc.;92448
1904858;2010-01-01 04:41:59.803;1983482;0;+1 Yes. I participated in the discussion. I admitted that my solution is too simple. It only works if the hot module itself does not require further modules. Felix' solution is more well thought-out but it is debated if *auto*-reload really belongs to the core.;220060
1904859;2010-01-01 04:43:47.867;1987894;1;"Wow. IE broken. What else is new... 
IE 6 had issues with float implementation. It seems that they might have not actually fixed the issue, but they have hidden it pretty well. Just my useless opinion here.";224988
1904860;2010-01-01 04:45:09.783;1987779;0;And that would be for use with PowerShell v2 only since it uses the new Add-Type.;26478
1904861;2010-01-01 04:45:13.433;1972695;0;I it changed my design of the site, but thanks. Check for you and I guess I will get around to testing it eventually.;224988
1904862;2010-01-01 04:45:13.620;1987887;0;Thanks for the advice, I have added my senario.;226834
1904863;2010-01-01 04:46:36.303;1987850;0;Just too many variables here...I'm not really clear where the upload is actually failing. Is there anything at all in the $_FILES array, or is it just the type that's missing?;241779
1904864;2010-01-01 04:48:15.567;1987656;0;C# habit, fixed.  Thanks.;17034
1904865;2010-01-01 04:49:11.980;1987902;0;"What does ""Each project/build will have only one source code file different"" mean? Do you mean that project1 and project2 will have the exact same source files except for one? That's rather strange, but if that is what you mean ...";238704
1904866;2010-01-01 04:49:22.773;1987901;0;How is similarity computed? If all puzzles yield an integer value, for example, then you could create a Hashmap of int -> Puzzle, rounding each yielded value to some similarity threshold.;78182
1904867;2010-01-01 04:50:54.037;1987683;0;"No, because the issue is someone setting variables that you don't intend to be set. (though I see the ""extract"" answer pretty much answers your question...lookup register_globals if you're curious about the security issue.)";241779
1904868;2010-01-01 04:50:56.657;1970966;0;for that, you'd probably just capture manual screenshots (press both buttons together);103644
1904869;2010-01-01 04:51:18.187;1987904;1;I'd rather not keep them inside the app, but I will give that a try later. Also, what does the underscore mean in front of a string?;166792
1904872;2010-01-01 04:52:56.600;1878727;0;not actually, i guess a temporary fix was to put doctrine library inside the project library folder. it seems putting doctrine in a folder and including that folder in php.ini does not work for me. i am using windows 7, wamp 2;119032
1904873;2010-01-01 04:53:25.373;1976193;0;"PERFECT!  All I had to do was add code that gave each AB table the 'atBat' class, and it worked great. (I will add this code to my original post).  Thank you so much.

I'll add";240350
1904874;2010-01-01 04:54:23.057;1987763;0;Can you give me any example or tutorial of CoreData?;NULL
1904875;2010-01-01 04:55:09.903;1987835;0;Updated my question :);231917
1904876;2010-01-01 04:56:12.927;1987901;0;see above for clarification;147601
1904877;2010-01-01 04:56:15.393;1987910;0;Maybe give a bit more info on what you are stuck on exactly.  You can't figure out how to retrieve the model objects you need from the database?   Or you have them already, but you just aren't sure how to display the data in a template?;12983
1904879;2010-01-01 04:57:54.647;1987907;0;Since google is god, go with google.;238704
1904881;2010-01-01 04:58:41.753;448277;0;Nice, will work perfectly for my current project;163065
1904882;2010-01-01 04:59:32.640;1987841;0;You are absolutely not going to build any iPhone apps on Windows if that's what all these silly threads are leading up to.;187712
1904884;2010-01-01 05:03:21.127;1987877;0;Prasson, Thank you.;224988
1904885;2010-01-01 05:03:24.573;1987769;0;This should not be tagged 'C'.  C and C++ are different languages.;226621
1904886;2010-01-01 05:04:51.897;1986715;0;Thanks, I have to uninstall my Developers tool, delete the directory, and the install the proper iphone sdk for snow leopard. I had the iphone sdk for Leopard before.;115988
1904887;2010-01-01 05:07:45.173;1986776;24;Using `[int(copysign(1, zero)) for zero in (0, 0.0, -0.0)]` gives `[1, 1, -1]`. That should have been `[0, 0, 0]` according to http://en.wikipedia.org/wiki/Sign_function;238424
1904888;2010-01-01 05:08:39.570;1986057;0;Thanks Jerb I was able to get this working.  It was related to the ServiceOperationInfo on my workflow.;241347
1904890;2010-01-01 05:10:27.003;1987837;0;Tab characters are actually `^I`.;20713
1904891;2010-01-01 05:11:06.720;1987907;0;"Your example is borderline. Fluent interfaces change the scenario a bit. Calling V value = originalMap.inverse().get() is arguably better than BiMap<V,K> tempMap = originalMap.inverse(); V value = tempMap.get(); Also method combination is better than having to create another separate function with more code than just calls to the methods of the class.";5190
1904892;2010-01-01 05:11:09.113;1987895;0;I am fairly sure you know this, but just for record: `enum` is also `int`.  I agree with your recommendation about `enum` though :-).;226621
1904893;2010-01-01 05:11:09.457;1979198;0;i need a solution that runs on linux server. will any of those work on a gui-less environment.;240663
1904895;2010-01-01 05:11:43.770;1985429;0;Really helpful suggestion and up to the point. Thanks.;132112
1904896;2010-01-01 05:13:06.037;1987789;0;Did something similar with jquery using `prependTo` for a new field with the correct type while removing the old field.;212700
1904898;2010-01-01 05:14:01.393;933167;0;`sigaction` should be generally preferred to `signal`, which has different behaviors on different UNIXes.;20713
1904899;2010-01-01 05:14:23.523;1987904;0;Damn you for making me think on New Year's Eve! I don't know why I use the underscore, but all my scripts have it. I had to boot up my mac and test it without the underscore and it doesn't appear to make a difference. That makes me feel silly. If I had to guess I would say your issue is that the directory you are placing the .scm in is not in your folders list (Edit->Preferences->Folders->Scripts).;57348
1904900;2010-01-01 05:15:53.597;1987868;1;Umm... Should you remove objective-c tag then?;125844
1904901;2010-01-01 05:16:37.480;1952747;0;Excellent recommendation - easy to use!;42471
1904902;2010-01-01 05:16:55.693;1831408;2;"I'm surprised your article didn't mention [FEN][1], which handles castling, en passant availability, etc.


  [1] http://en.wikipedia.org/wiki/FEN";29173
1904903;2010-01-01 05:19:06.947;1987887;5;Gender *can* be represented as binary 0 or 1, but more accurately represented as float between 0.0 and 1.0.;40516
1904904;2010-01-01 05:19:51.850;1987932;0;Enable the Develop menu in Safari and check the console for errors.;187712
1904905;2010-01-01 05:21:17.127;1986191;0;Well I have to respectfully disagree with that. I wrote in another comment that my purpose is to enforcing coding standards within my own project. So having java do that for me would be of great help, and is a good practice (I think) generally.;123349
1904907;2010-01-01 05:21:28.960;1987893;0;I would seem dt2 is defined differently: please post its definition.;16076
1904909;2010-01-01 05:22:17.063;1987919;1;Why are you calling function(*args) INSIDE the decorator?  It's job is to simply return a function (in your case, unmodified).;64004
1904911;2010-01-01 05:23:36.547;1987931;0;"C# may have similarities to Java, but it is by no means a ""reworking"" of it.";194940
1904912;2010-01-01 05:24:09.197;1987930;0;Why are you re-implementing an HTTP library?  Is there a problem with curl?  It has command line options for passing cookies, following redirects, etc...;64004
1904913;2010-01-01 05:24:43.407;1987878;0;"@Ben - Thanks for the answer. Yes, we are using calculatedCell heights for each cell so the heights are different for each cell. 

I need to do a calculate cell height before the cell is draw, with multiple buttons in the table cell. However, the location of the buttons will change in each cell.";216638
1904914;2010-01-01 05:25:13.080;1987811;0;"Thanks guys. :-D  And thanks for not counting off for using the word ""simple"" four times in one question. :-D";242181
1904915;2010-01-01 05:25:13.877;1986381;0;Thanks for your help, I have updated my further confusions in EDIT1 section of my post, any further comments?;63235
1904916;2010-01-01 05:25:23.883;1987940;0;"the problem is that similarity may not be transient. You could have a situation where Similar(A,B) && Similar(B,C) && !Similar(A,C);";48839
1904917;2010-01-01 05:25:49.380;1984622;0;Thanks for your help, I have updated my further confusions in EDIT1 section of my post, any further comments?;63235
1904918;2010-01-01 05:27:31.000;1984672;0;Thanks for your help, I have updated my further confusions in EDIT1 section of my post, any further comments?;63235
1904919;2010-01-01 05:27:58.190;1987940;1;OP formulates question such that we can assume his similarity is an equality relation.;24468
1904920;2010-01-01 05:28:03.900;1984531;0;Thanks for your help, I have updated my further confusions in EDIT1 section of my post, any further comments?;63235
1904922;2010-01-01 05:29:25.457;1987679;0;Bjarne Stoustrup says to think of the x as a hexidecimal number, so still 0x;241536
1904923;2010-01-01 05:30:26.120;1987930;0;cURL won't work properly with proxies, I tried 5 proxies, but only one of them worked out with cURL I don't khnow why, so I built my own code.;238952
1904924;2010-01-01 05:31:29.050;1970889;0;Make sure that your private variable is still being initialized.;84942
1904925;2010-01-01 05:32:14.477;1986062;0;"As a ""learner,"" I can try but I'm quite sure I'd screw it up.";185727
1904926;2010-01-01 05:32:45.537;1962730;2;If you creatively build a site that will only work in WebKit browsers, then I'd hope you'd creatively work for a competitor of mine.;76337
1904927;2010-01-01 05:33:27.493;1987756;0;"Right you are on both accounts.  This thing has gone in many different directions.  I actually implemented the suggestion from paragraph 2, and it's my preferred way of doing things.  I've rewritten the code to fix the bug you suggest in paragraph one (the bug was exactly that...I'm a victim of my own refactoring).

Thanks a lot for your help.  Happy New Year!";145350
1904928;2010-01-01 05:34:08.717;1987236;0;@Brian - i expect you to answer my this question http://stackoverflow.com/questions/1962697/what-are-pros-and-cons-to-use-vendor-specific-extesions-which-are-not-included;84201
1904929;2010-01-01 05:34:09.170;1987877;0;"@MOshe: Its ""Prasoon"". xD";165520
1904930;2010-01-01 05:34:13.537;1986090;0;Thanks.  I didn't know InfolSelect was still available.  Has it not be upgraded since 2007?  OneNote has some issue with 64bit OS...forget exactly what the problem is...?;185727
1904931;2010-01-01 05:35:04.707;1987339;0;The local system (running the expect script) is ubuntu linux.  The host the script is logging into is running SCO Unix.;46425
1904933;2010-01-01 05:37:27.360;1987964;0;but in the old days, way back when ...;238704
1904934;2010-01-01 05:39:45.610;1987956;0;Sorry, I forgot to mention that I am using a shared server and do not have the access to execute external commands.;238623
1904936;2010-01-01 05:41:02.797;1987700;0;@Justin: Thanks, I forgot to mention it, just for the record, if you make an assignment (you miss the `var` statement) to an undeclared identifier (one that is not reachable in the scope chain), it will become member of the global object (a global variable) something that you don't really want or need...;5445
1904938;2010-01-01 05:42:36.663;1987969;0;"Interesting. In PHP and some other languages, I've often used booleanValue = booleanExpression1 && booleanExpression2, and based on the evaluation of the ""and"" expression, booleanValue will be set appropriately. So this is not possible with Ruby?";83897
1904939;2010-01-01 05:42:39.300;1987964;1;Anyone know the history of why this typedef was useful?  I suspect it had some relationship with 16 vs 32 bit.;59768
1904940;2010-01-01 05:44:07.753;1987960;4;"What you're calling ""raw string operator"" is really ""verbatim string literal"".";5314
1904941;2010-01-01 05:44:16.277;1984328;0;HI but should i alwyas use devenv.exe /resetskippkgs command to open Visual studio.I canot use the Start-> Progrramme-> MVS2008 option.;117077
1904942;2010-01-01 05:44:51.667;1987964;0;I haven't been a Windows programmer back then but I doubt there's so much history about it. Windows has a bunch of LPxyz data types and probably, this is provided for consistency with those names.;33708
1904943;2010-01-01 05:45:13.367;1987969;0;PHP and other C-likes short-circuit their &&s too.  When you're using booleans the results are as you'd expect, but when you've got object types and dynamic types you're into the language specific zone.;8992
1904944;2010-01-01 05:45:28.687;1987964;6;@Todd:  Naw.  The windows developers felt they had to have SHOUTing types for all the system call parameters.;198536
1904945;2010-01-01 05:45:31.713;1987969;0;Also, if X (current_user) is false (I assume this means current_user is not set--nil?), then will id be set to false rather than an int (the value of current_user.record.id)?;83897
1904946;2010-01-01 05:46:04.730;1987967;0;as you suggested, i included the referer ----> same result:(;238952
1904948;2010-01-01 05:46:33.910;1987980;0;I plan to head there to write my CSS file thanks though :);117069
1904949;2010-01-01 05:47:11.303;1987969;0;See my edit.  If current_user is nill the whole statement ends up as nil.;8992
1904950;2010-01-01 05:48:41.533;1987950;0;Thanks to John Saunders for pointing out this is a Windows issue. I heard using / is better for cross-compatibility, which doesn't matter too much here as I'm targeting Windows.;225650
1904951;2010-01-01 05:49:01.543;1987893;0;"dt2 is clone of dt1 as I have mentioned. and defined as DataTable dt2 = null;

Hope this is what you tring to look for.";215215
1904952;2010-01-01 05:49:14.483;1987960;0;Thanks for the reply!;225650
1904953;2010-01-01 05:49:18.740;1987868;0;No, I'm looking to use it for Objective-C;224988
1904954;2010-01-01 05:50:27.397;235970;0;Does this method account for tabs = 8 spaces? or does it count tab as one character?;17925
1904955;2010-01-01 05:50:30.993;1987982;16;"+1 for ack (AKA ""ack-grep"" on some distros).  It's `grep -r` on steroids.";212275
1904957;2010-01-01 05:51:03.667;1978714;0;No - it doesn't release for you.  dealloc of the child view is never called.  Rather than view, I should say viewcontroller.;40106
1904958;2010-01-01 05:51:04.923;1987964;0;"FWIW: ""LP"" stands for ""long pointer"". It's a remnant of the horrible Hungarian notation days.";166339
1904959;2010-01-01 05:51:11.757;1987232;0;Thank you all very much. I was totally off! Interesting to see this app data folder!;53885
1904960;2010-01-01 05:51:48.610;1987980;0;Any halfway *decent* CSS tutorial (and there are many) will also discuss how to invoke it in your HTML. Don't put the cart before the horse. Write the CSS and then invoke it.;153545
1904961;2010-01-01 05:52:13.127;1987939;0;Great amazing thanks to both of you..I'll get up my rep so I can ++ you hehe.;241815
1904963;2010-01-01 05:53:12.437;1987978;0;thanks,I have tried that, however since my program involved drawing using mouse drag, I need the super.paintComponents(s) to delete the trail of previous drawing when I drag my drawing to a new location.;80796
1904965;2010-01-01 05:57:58.763;1987964;4;Back on 16-bit 8086, long (far) pointers and short (near) pointers were different: the former was a 32-bit value of segment+offset, and the latter was a 16-bit value of offset (thus could only point to within the same segment).  Nowadays there's no distinction between long pointers and any other kind of pointer.;20713
1904966;2010-01-01 05:59:03.183;1987985;0;Perfect! Thanks!!;238623
1904967;2010-01-01 05:59:47.230;1987985;0;Always a pleasure :);127404
1904968;2010-01-01 05:59:55.910;1987959;1;there's nothing wrong with this log statement;6694
1904969;2010-01-01 05:59:56.193;1987980;0;"Thankfully, this CSS is only for personal use so i (probably) won't be subjecting anyone to seeing my horrible CSS ;).";117069
1904970;2010-01-01 05:59:59.983;1987964;0;long vs short...16 vs 32 bit?;59768
1904972;2010-01-01 06:00:41.557;1987929;0;It's unclear why you're using a local variable (temping) here. Also, where in this does it break?;6694
1904973;2010-01-01 06:01:10.457;1987910;0;Code samples help a lot.  The vague description is hard to follow.  Please provide code samples so we can understand what you are talking about.;10661
1904974;2010-01-01 06:02:25.960;1987997;0;I only want the content of the one clicked, though. Is that possible, while keeping the anchor tags like they are?;214225
1904976;2010-01-01 06:03:22.113;1987573;0;Might as well start with good habits.  If you've never heard of or read about normalization, now would be a good time to learn about it.;37213
1904978;2010-01-01 06:03:42.650;1987997;0;"change .each to .click, somehow I missed the ""clicked"" part";151445
1904979;2010-01-01 06:04:24.093;1987895;1;In C++ an enum has its *own* type traits, and implicitly casts to int in an int context.;33345
1904980;2010-01-01 06:05:00.830;1987887;3;I prefer to represent gender as a complex value that is somewhere in the unit circle.  I have yet to see something involving gender that wasn't complex.;2624511
1904981;2010-01-01 06:05:43.187;1987878;0;Is the second button disappearing when the first button is hit, or is it starting out hidden?;6694
1904982;2010-01-01 06:05:56.983;1987996;7;My main concern is: Why would you ever want to do that in C++? That's dreadfully obfuscated.;77542
